,Name,Rating,Style,Blend,Vintage,Appellation,ABV,Price,Reviewed By,Reviewed,Perfect For,Drink If You Like,Review,image,link,Variety,Review Updated
281,Champagne Delamotte Blanc de Blancs NV,94,White,,NV,ChampagneFrance,12%,$56.00,Tim McKirdy,2020-12-09,"Dinner Parties,Host/Hostess Gifting,Popping Bottles",,"Delamotte’s Blanc de Blancs Champagne comes from vineyards that grow in pure chalk soil. Austere when young and mineral-driven, the lees maturation is pertinent to creating finesse and elegance in this cuvée. This is an impressive non-vintage with fresh apple aromas kicking things off. A driving, yet composed, acidity rounds out the flavor and textural component. Enjoy this beautiful wine with fresh fish from the raw bar.",https://vinepair.com/wp-content/uploads/2020/12/btb_champagne_card_delamotte.jpg,https://vinepair.com/review/champagne-delamotte-blanc-de-blancs/,Chardonnay,
282,Gundlach-Bundschu Estate Vineyard Cabernet Sauvignon 2016,92,Red,,2016,Sonoma CountyNorth Coast California USA,14.8%,$41.00,Keith Beavers,,"Dinner Parties,Steak Dinner,Treat Yo'self","Cabernet Franc, Cabernet Sauvignon , Merlot","What an awesome American wine. It’s rich and bold, with great tannin structure framing the body. It smells like blackberries and balsamic, with a savory waft of white pepper and steak tartare. The mouthfeel is wonderful, with a balanced weight on the palate. Man, this wine is a joy to drink. This bottle deserves a good, marbled cut.",https://vinepair.com/wp-content/uploads/2020/11/gundlachbundschucab_card.jpg,https://vinepair.com/review/gundlach-bundschu-estate-vineyard-cabernet-sauvignon-2/,Cabernet Sauvignon,2020-11-23
283,Scribe Pinot Noir 2018,"91
2021 Top 50",Red,,2018,Carneros (Sonoma)Sonoma County North Coast California USA,13.5%,$42.00,Keith Beavers,,"Dinner Parties,Treat Yo'self,Wine And Cheese Night","Gamay, Merlot , Pinot Noir","Unctuous and fruity as it opens up, this wine is filled with deep, ripe smells of bright strawberries, cherries, and cranberries. It's a little smoky, bringing a nice layer to this wine. It would be a great wine and cheese wine bottle.",https://vinepair.com/wp-content/uploads/2021/11/50-best-wines-2021_card_wine-39.jpg,https://vinepair.com/review/scribe-pinot-noir/,Pinot Noir,2021-11-17
284,Domaine Carneros by Taittinger Ultra Brut 2015,"94
2020 Top 50",Sparkling White,"Chardonnay, Pinot Blanc, Pinot Noir",2015,Napa ValleyNapa County North Coast California USA,12%,$46.00,Keith Beavers,,"Backyard BBQs,Brunch Sipping,Treat Yo'self",,"This might just be one of the best values out there for a sparkling wine that is an absolute joy to drink, dammit. It's just under $50, from Napa Valley, and hella focused. The nose is immediately welcoming, with soft, earthy fruit. There is a nice, firm grip on the palate, with vibrant bubbles and a heightened perception of acidity that cleanses the palate. Celebrate with this wine, but also don't miss out on an opportunity to share with close friends and your secret sauce. BBQ ribs, anyone?",https://vinepair.com/wp-content/uploads/2020/11/top50wine_card_domainecarnerosbrut.jpg,https://vinepair.com/review/domaine-carneros-by-taittinger-ultra-brut/,,2020-12-23
285,Hanzell Vineyards Chardonnay 2016,88,White,,2016,Sonoma ValleySonoma County North Coast California USA,14.3%,$64.00,Katie Brown,2021-11-10,"Date Night,Holiday Meals,Winter White Wine Drinking","Albariño, Chardonnay , Chenin Blanc","This this wine has everything we look for in an old school California Chard. But its notes of buttery popcorn, vanilla, and lots of oak are kept in check by nice acidity — resulting in a balanced, dry palate that invites you back for that second sip.",https://vinepair.com/wp-content/uploads/2021/11/btbthanksgivingwine_card_hanzell.jpg,https://vinepair.com/review/hanzell-vineyards-chardonnay/,Chardonnay,
286,Dalla Valle Vineyards Collina 2019,88,Red,"Cabernet Sauvignon, Cabernet Franc, Petit Verdot",2019,Napa ValleyNapa County North Coast California USA,14.5%,$100.00,Keith Beavers,2022-04-07,"Dinner With The Parents,Steak Dinner,Winning Over the Boss","Cabernet Sauvignon, Malbec , Merlot",There is a calmness to this wine. The nose is savory with some notes of blackberries and oaky vanilla. The palate is filled with soft tannins and plush fruit. There is a slight bitter note on the finish but nothing a juicy steak can't take care of.,https://vinepair.com/wp-content/uploads/2022/04/btb-red-blends-card-collina-dalla-valle.jpg,https://vinepair.com/review/dalla-valle-vineyards-collina/,,
287,Taittinger Comtes de Champagne Blanc de Blancs Brut 2011,97,Sparkling White,,2011,ChampagneFrance,12.5%,$205.00,Keith Beavers,,"Special Occasion Splurges,Wine And Cheese Night,Winning Over the Boss","Chardonnay, Glera , Xarel-lo","With an almost perfect balance between sugar and fruit, you can tell how clean and balanced this wine is from the nose alone. The perlage (bubbles) is all finesse, with thin, elegant streams. It is mouthwateringly good, with a nice saline quality running through without sacrificing complexity. If you are looking to ball out, this is one for the books.",https://vinepair.com/wp-content/uploads/2021/12/btbchampagne_card_comtes.jpg,https://vinepair.com/review/taittinger-comtes-de-champagne-blanc-de-blancs-brut/,Chardonnay,2021-12-22
288,Eberle Winery Estate Reserve Cabernet Sauvignon 2016,90,Red,,2016,Paso RoblesSan Luis Obispo County Central Coast California USA,15.7%,$175.00,Keith Beavers,,"Long-Term Aging,Special Occasion Splurges,Steak Dinner","Cabernet Sauvignon, Merlot , Zinfandel","Deep and dark with a rich fruit depth, this wine smells like blackberries and soil and needs a big ol’ steak. The acidity is so present, that it balances the bigness of this wine almost perfectly.",https://vinepair.com/wp-content/uploads/2021/10/btbcab_card_eberle.jpg,https://vinepair.com/review/eberle-winery-estate-reserve-cabernet-sauvignon/,Cabernet Sauvignon,2021-10-19
289,Camins 2 Dreams Zotovich Vineyard Syrah 2018,"94
2021 Top 50",Red,,2018,Sta. Rita HillsSanta Barbara County Central Coast California USA,14%,$46.00,Keith Beavers,,"Cold Weather Hibernation,Steak Dinner,Treat Yo'self","Cabernet Franc, Grenache , Syrah / Shiraz","Deep and savory with a full mouthfeel, this wine smells like rendered bacon fat and dried cooking herbs with blackberries and cracked black pepper. There is a slight note of spiced meat on the palate and a calm, smoky finish.",https://vinepair.com/wp-content/uploads/2021/11/50-best-wines-2021_card_wine-10.jpg,https://vinepair.com/review/camins-2-dreams-zotovich-vineyard-syrah/,Syrah / Shiraz,2021-11-17
290,Gundlach-Bundschu Estate Vineyard Gewurztraminer 2019,"93
2020 Top 50",White,,2019,Sonoma CoastSonoma County North Coast California USA,13.5%,$21.00,Keith Beavers,,"Drinking Outside the Lines,Sounding Like A Wine Pro,Spicy Pairings","Gewürztraminer, Grüner Veltliner , Riesling","Right on, man! This wine is great! It is so balanced and expressive. It smells like honey and pears and a bouquet of white flowers, with flecks of white pepper. It has an awesome, frothy, vibrant palate that is crazy balanced. This wine, with a spicy pad Thai or vindaloo, would be divine. I would also throw down on this bottle with some spicy wings in a heartbeat.",https://vinepair.com/wp-content/uploads/2020/11/keithwinereview_americanfood_card_Gundlach-Bundschu.jpg,https://vinepair.com/review/gundlach-bundschu-estate-vineyard-gewurztraminer-2/,Gewürztraminer,2020-11-23
291,Ravel and Stitch Cabernet Sauvignon 2019,90,Red,,2019,Central CoastCalifornia USA,14.0%,$21.00,Keith Beavers,,"Cooking And Sipping,Dinner Parties,Pleasing A Crowd","Cabernet Franc, Cabernet Sauvignon , Merlot","Elizabeth Kester is as down to earth as her wines. Ravel and Stitch do one wine, Cabernet Sauvignon. It’s an affordable, big, and balanced wine with young tannins that add to the enjoyment. The palate has a ton of balance with a nice tannic frame and with some good deep fruit. Even at this price, the wine can age for another year or so and the fruit will emerge even more. The best part is that Elizabeth thinks the best pairing with her wine is a PB&J. Win win!",https://vinepair.com/wp-content/uploads/2022/06/buy-this-booze-cabernet-sauvignon-card-ravel-and-stitch.jpg,https://vinepair.com/review/ravel-and-stitch-cabernet-sauvignon/,Cabernet Sauvignon,2022-06-09
292,Primus The Blend 2018,89,Red,"Cabernet Sauvignon, Cabernet Franc, Carménère, Petit Verdot, Syrah / Shiraz",2018,Chile,13.5%,$21.00,Keith Beavers,2022-04-07,"Dinner Parties,House Wine,Impressing On A Budget","Cabernet Franc, Carménère , Malbec",This is a solid wine you can buy a bunch of and keep around in the spirit of spontaneity. The nose is easy with a general fruit vibe and a peppery waft. The palate is very balanced for a red blend with soft but detectable tannins with that peppery note hanging around in the background. The key to this wine is its fleshy mouthfeel. It's comfy and crowd-pleasing.,https://vinepair.com/wp-content/uploads/2022/04/btb-red-blends-card-primus.jpg,https://vinepair.com/review/primus-the-blend-2/,,
293,Clos Mogador 'Com Tu' 2016,"94
2020 Top 50",Red,,2016,MontsantCatalonia Spain,14%,$43.00,Keith Beavers,,"Date Night,Dinner Parties,Pleasing A Crowd",,"This wine is soft going on supple, with a slight, savory depth. The palate is bright, with a good level of acidity and a fruity core. It also has a subtle scent of orange peel and whiff of cinnamon. The great acidity gives wine such nice balance.",https://vinepair.com/wp-content/uploads/2020/11/top50wine_card_closmogadorcomtu.jpg,https://vinepair.com/review/clos-mogador-com-tu/,Grenache,2020-11-23
294,Santo Winery VinSanto 2014,92,White Dessert Wine,Assyrtiko,2014,SantoriniAegean Islands Greece,12%,$61.00,Keith Beavers,2022-02-08,"Drinking Outside the Lines,Sweet Tooth Cravings,Wine And Cheese Night","Assyrtiko, Moschofilero , Muscat / Moscato","The island of Santorini is hot and windy. It’s the perfect climate for the clean, crisp, and bracing wines made from the Assyrtiko grape. But the history of wine in the Agean sea lies in sweet wine that would travel well and last many months on the water. This is a nice example of sipping some history. Made up of mostly Assyrtiko and another native variety named Aidini, this wine has a welcome Sherry-like nose. There is a good balance on the placate due to the high natural acidity in these grapes. You may even get a hint of Maraschino cherries that will remind you of a Manhattan.",https://vinepair.com/wp-content/uploads/2022/02/buy-this-booze-sweet-wine_card_vinsantosantorini.jpg,https://vinepair.com/review/santo-winery-vinsanto/,,
295,Gamble Family Vineyards Rosé 2021,92,Rosé,"Cabernet Sauvignon, Cabernet Franc, Malbec, Merlot, Petit Verdot, Petite Sirah",2021,Napa ValleyNapa County North Coast California USA,13.6%,$26.00,Keith Beavers,2022-05-17,"Backyard BBQs,Dinner Parties,Wine And Cheese Night","Albariño, Chardonnay , Pinot Gris / Grigio","This is a big rosé. It’s not your typical sunset porch pounder. No, this needs a cheese plate or a roasted chicken. It's deeper than most wines of this hue with some tart fruit vibes on the nose. The palate is heady and grippy. The heat from the alcohol gives the wine some body and adds to the sweetness, while the natural acidity keeps it very refreshing. It’s not a boozy wine, but it does have heft for a rosé.",https://vinepair.com/wp-content/uploads/2022/05/buy-this-booze-top-roses-2022-card-gamble.jpg,https://vinepair.com/review/gamble-family-vineyards-rose-3/,,
296,Treleaven Reserve Chardonnay 2019,88,White,,2019,Finger LakesNew York USA,13%,$20.00,Keith Beavers,,"Dinner Parties,Holiday Meals,Summer Sipping","Albariño, Chardonnay , Chenin Blanc","This wine is creamy and soft, yet refreshing. There is a tartnerss to the fruit, and a yogurt vibe on the palate. It has a slight grip, but is very balanced. This would be a nice wine for a turkey dinner or a hearty fish stew.",https://vinepair.com/wp-content/uploads/2021/02/winereview_card_treleaven_chardonnay.jpg,https://vinepair.com/review/treleaven-reserve-chardonnay/,Chardonnay,2021-02-11
297,Trivento Reserve Malbec 2019,89,Red,,2019,MendozaArgentina,13.5%,$11.00,Keith Beavers,2021-02-23,"Impressing On A Budget,Pizza Night,Popping Bottles","Cabernet Franc, Cabernet Sauvignon , Malbec",Good depth and punch with ripe dark berry fruit and some cooking spices. It has excellent acidity. The wine grips the palate a bit and hangs on with a nice medium finish. You could even chill it a bit.,https://vinepair.com/wp-content/uploads/2021/02/trivento_review_card.jpg,https://vinepair.com/review/trivento-reserve-malbec/,Malbec,
298,Balletto Late Harvest Pinot Gris Vin de Paille 2017,95,White Dessert Wine,,2017,Russian River ValleySonoma County North Coast California USA,11%,$65.00,Keith Beavers,2022-02-08,"Sounding Like A Wine Pro,Sweet Tooth Cravings,Wine And Cheese Night","Moschofilero, Muscat / Moscato , Torrontes","Pinot Gris is not the easiest variety to coax into depth and complexity. It’s a high acid, extremely refreshing white wine. But when it is carefully made into a dessert wine, as it is here, complexity is the word of the day. The Balletto Winery often hits on all cylinders. They made VinePair's top 25 rose of 2020 and came out at number one, and they continue on a hot streak with this bottle. The quality of the variety comes through with notes of comfy baking spices and a waft of flowers. That high acid is there balancing the sweetness, allowing your senses to enjoy the concentration of fruit. This is a great American sweet wine.",https://vinepair.com/wp-content/uploads/2022/02/buy-this-booze-sweet-wine_internal_balletto.jpg,https://vinepair.com/review/balletto-vin-de-paille-pinot-gris/,Pinot Gris / Grigio,
299,Ladoucette Comte Lafond Sancerre Blanc 2020,90,White,,2020,SancerreCentral Vineyards Loire Valley France,12.5%,$42.00,Keith Beavers,2022-07-19,"Cooking And Sipping,Sipping Without Food,Wine And Cheese Night","Assyrtiko, Sauvignon Blanc , Verdejo","The beautiful bucolic village of Sancerre at the eastern end of the Loire Valley is not the birthplace of Sauvignon Blanc, but — due to the high-draining soils and coolish climate — it has become known to some as the purest expression of this variety. You will find such purity in this wonderful bottle of wine. Drying, chalky minerality is perceived on the nose and carries to the palate. The acidity is gripping and active and just bursts through the wine. This is a great way to introduce yourself to this region.",https://vinepair.com/wp-content/uploads/2022/07/sauvignon-blanc-card-ladoucette-comte-lafond-sancerre-blanc.jpg,https://vinepair.com/review/ladoucette-comte-lafond-sancerre-blanc/,Sauvignon Blanc,
